原始图片,设备类型,经度,纬度,匹配场站,最近距离_km,关联依据
103538_55873.jpg,风机,104.37606,25.638762,零星,31.18,在15km范围内未匹配到对应场站
103375_56047.jpg,风机,103.92818,25.205309,株木山,2.44,距离最近(约 2.44 km)
103625_55671.jpg,风机,104.615944,26.137548,零星,34.54,在15km范围内未匹配到对应场站
103314_56162.jpg,风机,103.76232,24.91929,零星,25.34,在15km范围内未匹配到对应场站
103628_55662.jpg,风机,104.62392,26.159027,零星,36.8,在15km范围内未匹配到对应场站
103367_56150.jpg,风机,103.90794,24.95065,零星,28.31,在15km范围内未匹配到对应场站
103337_56098.jpg,风机,103.82518,25.080452,零星,18.61,在15km范围内未匹配到对应场站
103655_55906.jpg,风机,104.69944,25.555815,零星,52.15,在15km范围内未匹配到对应场站
103382_56039.jpg,风机,103.94878,25.227045,株木山,2.79,距离最近(约 2.79 km)
103532_55756.jpg,风机,104.36041,25.927954,光梁子,1.39,距离最近(约 1.39 km)
103312_56207.jpg,风机,103.75675,24.80785,零星,25.08,在15km范围内未匹配到对应场站
103312_56170.jpg,风机,103.75696,24.899118,零星,24.41,在15km范围内未匹配到对应场站
103346_56101.jpg,风机,103.84972,25.072784,零星,17.69,在15km范围内未匹配到对应场站
103687_55575.jpg,风机,104.786896,26.372686,零星,65.38,在15km范围内未匹配到对应场站
103681_55571.jpg,风机,104.77012,26.382406,零星,65.17,在15km范围内未匹配到对应场站
103317_56168.jpg,风机,103.77065,24.905031,零星,25.87,在15km范围内未匹配到对应场站
103365_56167.jpg,风机,103.90242,24.90664,零星,33.23,在15km范围内未匹配到对应场站
103538_55856.jpg,风机,104.37587,25.67992,零星,26.6,在15km范围内未匹配到对应场站
103594_55861.jpg,风机,104.531494,25.668167,零星,32.24,在15km范围内未匹配到对应场站
103364_56152.jpg,风机,103.89918,24.944376,零星,29.15,在15km范围内未匹配到对应场站
103536_55754.jpg,风机,104.37037,25.93199,光梁子,1.43,距离最近(约 1.43 km)
103330_56130.jpg,风机,103.806564,25.000547,零星,26.78,在15km范围内未匹配到对应场站
103524_55807.jpg,风机,104.337265,25.80089,光梁子,13.55,距离最近(约 13.55 km)
103364_56061.jpg,风机,103.89931,25.1707,株木山,6.36,距离最近(约 6.36 km)
103332_56156.jpg,风机,103.8113,24.935204,零星,30.56,在15km范围内未匹配到对应场站
103565_55901.jpg,风机,104.4517,25.569126,零星,39.76,在15km范围内未匹配到对应场站
103648_55904.jpg,风机,104.67828,25.56134,零星,50.35,在15km范围内未匹配到对应场站
103626_55631.jpg,风机,104.61944,26.23572,零星,43.12,在15km范围内未匹配到对应场站
103352_56077.jpg,风机,103.86503,25.132336,株木山,11.7,距离最近(约 11.70 km)
103336_56121.jpg,风机,103.822105,25.022793,零星,23.85,在15km范围内未匹配到对应场站
103334_56091.jpg,风机,103.81765,25.096966,零星,17.88,在15km范围内未匹配到对应场站
103433_55402.jpg,风机,104.08829,26.79953,零星,76.6,在15km范围内未匹配到对应场站
103538_55755.jpg,风机,104.37584,25.930168,光梁子,1.36,距离最近(约 1.36 km)
103563_55898.jpg,风机,104.44583,25.575518,零星,38.95,在15km范围内未匹配到对应场站
103372_56055.jpg,风机,103.92089,25.187382,株木山,3.54,距离最近(约 3.54 km)
103536_55838.jpg,风机,104.37232,25.725424,零星,21.54,在15km范围内未匹配到对应场站
103512_55827.jpg,风机,104.3053,25.751104,零星,19.78,在15km范围内未匹配到对应场站
103316_56161.jpg,风机,103.766014,24.92196,零星,25.77,在15km范围内未匹配到对应场站
103336_56136.jpg,风机,103.82155,24.985554,零星,27.43,在15km范围内未匹配到对应场站
103312_56167.jpg,风机,103.756165,24.908503,零星,24.49,在15km范围内未匹配到对应场站
103337_56096.jpg,风机,103.82457,25.085312,零星,18.26,在15km范围内未匹配到对应场站
103363_56059.jpg,风机,103.89752,25.1754,株木山,6.25,距离最近(约 6.25 km)
103370_55954.jpg,风机,103.9155,25.436127,朗目山,4.99,距离最近(约 4.99 km)
103372_55935.jpg,风机,103.92039,25.484142,朗目山,5.28,距离最近(约 5.28 km)
103585_55870.jpg,风机,104.506744,25.646208,零星,33.28,在15km范围内未匹配到对应场站
103324_56195.jpg,风机,103.79057,24.838537,零星,27.77,在15km范围内未匹配到对应场站
103535_55750.jpg,风机,104.368324,25.941326,光梁子,2.48,距离最近(约 2.48 km)
103693_56125.jpg,风机,104.80351,25.011627,零星,65.46,在15km范围内未匹配到对应场站
103377_55886.jpg,风机,103.93363,25.606731,零星,17.24,在15km范围内未匹配到对应场站
103677_55570.jpg,风机,104.75926,26.385044,零星,64.75,在15km范围内未匹配到对应场站
103318_56163.jpg,风机,103.77206,24.91782,零星,26.27,在15km范围内未匹配到对应场站
103375_56052.jpg,风机,103.92853,25.194248,株木山,2.53,距离最近(约 2.53 km)
103385_56034.jpg,风机,103.95551,25.23758,株木山,3.96,距离最近(约 3.96 km)
103332_56151.jpg,风机,103.81108,24.947746,零星,30.9,在15km范围内未匹配到对应场站
103536_55763.jpg,风机,104.37073,25.909851,光梁子,1.03,距离最近(约 1.03 km)
103370_56064.jpg,风机,103.91443,25.164429,株木山,5.65,距离最近(约 5.65 km)
103517_55840.jpg,风机,104.31897,25.718454,零星,22.89,在15km范围内未匹配到对应场站
103586_55870.jpg,风机,104.509895,25.645943,零星,33.44,在15km范围内未匹配到对应场站
103538_55858.jpg,风机,104.37646,25.675188,零星,27.13,在15km范围内未匹配到对应场站
103518_55813.jpg,风机,104.322365,25.786806,零星,15.47,在15km范围内未匹配到对应场站
103329_56165.jpg,风机,103.803604,24.913277,零星,29.3,在15km范围内未匹配到对应场站
103352_56078.jpg,风机,103.86525,25.130203,株木山,11.85,距离最近(约 11.85 km)
103342_56088.jpg,风机,103.83867,25.10468,零星,15.74,在15km范围内未匹配到对应场站
103635_55903.jpg,风机,104.64264,25.564026,零星,48.0,在15km范围内未匹配到对应场站
103548_55816.jpg,风机,104.40355,25.778881,零星,15.94,在15km范围内未匹配到对应场站
103336_56134.jpg,风机,103.82335,24.990044,零星,26.91,在15km范围内未匹配到对应场站
103381_56041.jpg,风机,103.94485,25.220102,株木山,2.13,距离最近(约 2.13 km)
103371_56052.jpg,风机,103.91868,25.193935,株木山,3.49,距离最近(约 3.49 km)
103513_55838.jpg,风机,104.30798,25.723364,零星,22.64,在15km范围内未匹配到对应场站
103696_56128.jpg,风机,104.80969,25.004808,零星,66.19,在15km范围内未匹配到对应场站
103645_55904.jpg,风机,104.67036,25.562063,零星,49.8,在15km范围内未匹配到对应场站
103374_56056.jpg,风机,103.92533,25.184004,株木山,3.36,距离最近(约 3.36 km)
103535_55753.jpg,风机,104.369576,25.934473,光梁子,1.71,距离最近(约 1.71 km)
103368_56059.jpg,风机,103.910515,25.175877,株木山,5.1,距离最近(约 5.10 km)
103693_56126.jpg,风机,104.8032,25.008778,零星,65.48,在15km范围内未匹配到对应场站
103536_55755.jpg,风机,104.37069,25.928806,光梁子,1.08,距离最近(约 1.08 km)
103369_56057.jpg,风机,103.911766,25.182339,株木山,4.62,距离最近(约 4.62 km)
103379_56051.jpg,风机,103.93981,25.195827,株木山,1.42,距离最近(约 1.42 km)
103328_56146.jpg,风机,103.80104,24.960257,零星,30.37,在15km范围内未匹配到对应场站
103332_56140.jpg,风机,103.81008,24.974226,零星,29.1,在15km范围内未匹配到对应场站
103630_55631.jpg,风机,104.63045,26.234537,零星,43.66,在15km范围内未匹配到对应场站
103349_56094.jpg,风机,103.85906,25.089546,零星,15.63,在15km范围内未匹配到对应场站
103523_55800.jpg,风机,104.336235,25.818348,光梁子,11.71,距离最近(约 11.71 km)
103515_55840.jpg,风机,104.3131,25.719664,零星,22.9,在15km范围内未匹配到对应场站
103337_56099.jpg,风机,103.82465,25.077974,零星,18.85,在15km范围内未匹配到对应场站
103634_55697.jpg,风机,104.63977,26.071747,零星,31.85,在15km范围内未匹配到对应场站
103355_56071.jpg,风机,103.87342,25.1473,株木山,9.99,距离最近(约 9.99 km)
103370_56164.jpg,风机,103.91455,24.914114,零星,32.24,在15km范围内未匹配到对应场站
103534_55845.jpg,风机,104.36629,25.7066,零星,23.63,在15km范围内未匹配到对应场站
103360_56070.jpg,风机,103.88857,25.14925,株木山,8.69,距离最近(约 8.69 km)
103532_55850.jpg,风机,104.361565,25.694256,零星,25.02,在15km范围内未匹配到对应场站
103388_55923.jpg,风机,103.96606,25.514769,朗目山,10.96,距离最近(约 10.96 km)
103364_56060.jpg,风机,103.89997,25.173174,株木山,6.15,距离最近(约 6.15 km)
103632_55654.jpg,风机,104.635925,26.17813,零星,39.17,在15km范围内未匹配到对应场站
103323_56172.jpg,风机,103.785446,24.896006,零星,27.21,在15km范围内未匹配到对应场站
103314_56164.jpg,风机,103.76192,24.915207,零星,25.21,在15km范围内未匹配到对应场站
103593_55863.jpg,风机,104.527084,25.66335,零星,32.49,在15km范围内未匹配到对应场站
103539_55831.jpg,风机,104.379845,25.741472,零星,19.77,在15km范围内未匹配到对应场站
103361_56173.jpg,风机,103.89026,24.893421,零星,34.88,在15km范围内未匹配到对应场站
103629_55663.jpg,风机,104.6272,26.157146,零星,36.88,在15km范围内未匹配到对应场站
103549_55886.jpg,风机,104.40747,25.60565,零星,35.05,在15km范围内未匹配到对应场站
103542_55873.jpg,风机,104.38862,25.638643,零星,31.24,在15km范围内未匹配到对应场站
103366_55942.jpg,风机,103.90414,25.46728,朗目山,3.07,距离最近(约 3.07 km)
103374_56058.jpg,风机,103.92606,25.17853,株木山,3.71,距离最近(约 3.71 km)
103344_56102.jpg,风机,103.8446,25.07043,零星,18.21,在15km范围内未匹配到对应场站
103596_55859.jpg,风机,104.537155,25.67331,零星,32.04,在15km范围内未匹配到对应场站
103653_55902.jpg,风机,104.69334,25.56579,零星,50.9,在15km范围内未匹配到对应场站
103537_55833.jpg,风机,104.374626,25.737144,零星,20.24,在15km范围内未匹配到对应场站
103384_56140.jpg,风机,103.95456,24.974539,零星,25.21,在15km范围内未匹配到对应场站
103336_56085.jpg,风机,103.82151,25.110966,零星,16.6,在15km范围内未匹配到对应场站
103372_55905.jpg,风机,103.92054,25.55812,朗目山,11.73,距离最近(约 11.73 km)
103329_56164.jpg,风机,103.80175,24.91543,零星,29.16,在15km范围内未匹配到对应场站
103564_55899.jpg,风机,104.447235,25.573778,零星,39.17,在15km范围内未匹配到对应场站
103319_56160.jpg,风机,103.77624,24.925453,零星,26.87,在15km范围内未匹配到对应场站
103632_55640.jpg,风机,104.634735,26.213894,零星,42.1,在15km范围内未匹配到对应场站
103524_55806.jpg,风机,104.33789,25.803555,光梁子,13.25,距离最近(约 13.25 km)
103675_56155.jpg,风机,104.75209,24.937304,零星,62.28,在15km范围内未匹配到对应场站
103363_56066.jpg,风机,103.89561,25.159641,株木山,7.39,距离最近(约 7.39 km)
103322_56167.jpg,风机,103.782936,24.907347,零星,27.13,在15km范围内未匹配到对应场站
103324_56196.jpg,风机,103.788826,24.834368,零星,27.65,在15km范围内未匹配到对应场站
103372_55927.jpg,风机,103.9218,25.503716,朗目山,6.71,距离最近(约 6.71 km)
103383_56048.jpg,风机,103.95182,25.204102,株木山,0.23,距离最近(约 0.23 km)
103697_56128.jpg,风机,104.8135,25.004627,零星,66.58,在15km范围内未匹配到对应场站
103345_56097.jpg,风机,103.84631,25.082064,零星,17.08,在15km范围内未匹配到对应场站
103333_56069.jpg,风机,103.81459,25.15115,株木山,14.95,距离最近(约 14.95 km)
103326_56155.jpg,风机,103.79553,24.938452,零星,29.11,在15km范围内未匹配到对应场站
103643_55696.jpg,风机,104.66468,26.075891,零星,34.21,在15km范围内未匹配到对应场站
103365_56058.jpg,风机,103.90209,25.178703,株木山,5.67,距离最近(约 5.67 km)
103536_55758.jpg,风机,104.37025,25.92317,光梁子,0.45,距离最近(约 0.45 km)
103532_55863.jpg,风机,104.36091,25.662733,零星,28.52,在15km范围内未匹配到对应场站
103630_55665.jpg,风机,104.62906,26.150747,零星,36.5,在15km范围内未匹配到对应场站
103320_56167.jpg,风机,103.777626,24.90719,零星,26.6,在15km范围内未匹配到对应场站
103365_56074.jpg,风机,103.90143,25.139025,株木山,8.67,距离最近(约 8.67 km)
103322_56161.jpg,风机,103.78277,24.922472,零星,27.43,在15km范围内未匹配到对应场站
103331_56136.jpg,风机,103.809456,24.984568,零星,28.13,在15km范围内未匹配到对应场站
103332_56157.jpg,风机,103.8118,24.932014,零星,30.52,在15km范围内未匹配到对应场站
103336_56094.jpg,风机,103.82185,25.089712,零星,18.11,在15km范围内未匹配到对应场站
103364_56154.jpg,风机,103.89846,24.940926,零星,29.54,在15km范围内未匹配到对应场站
103634_55905.jpg,风机,104.64086,25.55957,零星,48.3,在15km范围内未匹配到对应场站
103517_55816.jpg,风机,104.318794,25.778294,零星,16.48,在15km范围内未匹配到对应场站
103343_56094.jpg,风机,103.84055,25.088852,零星,16.87,在15km范围内未匹配到对应场站
103368_56066.jpg,风机,103.90991,25.159365,株木山,6.37,距离最近(约 6.37 km)
103685_56150.jpg,风机,104.781906,24.949537,零星,64.78,在15km范围内未匹配到对应场站
103371_56051.jpg,风机,103.917946,25.196087,株木山,3.5,距离最近(约 3.50 km)
103393_55918.jpg,风机,103.980194,25.527073,朗目山,12.9,距离最近(约 12.90 km)
103514_55822.jpg,风机,104.31129,25.764503,零星,18.17,在15km范围内未匹配到对应场站
103535_55759.jpg,风机,104.36935,25.918634,光梁子,0.1,距离最近(约 0.10 km)
103631_55646.jpg,风机,104.631645,26.198992,零星,40.63,在15km范围内未匹配到对应场站
103320_56161.jpg,风机,103.77799,24.922707,零星,26.97,在15km范围内未匹配到对应场站
103330_56162.jpg,风机,103.805336,24.920681,零星,29.62,在15km范围内未匹配到对应场站
103536_55852.jpg,风机,104.37211,25.690084,零星,25.47,在15km范围内未匹配到对应场站
103631_55906.jpg,风机,104.631874,25.556673,零星,48.07,在15km范围内未匹配到对应场站
103523_55809.jpg,风机,104.335846,25.79629,光梁子,14.08,距离最近(约 14.08 km)
103532_55852.jpg,风机,104.36051,25.689259,零星,25.58,在15km范围内未匹配到对应场站
103674_55567.jpg,风机,104.75002,26.393522,零星,64.96,在15km范围内未匹配到对应场站
103525_55802.jpg,风机,104.34204,25.813063,光梁子,12.12,距离最近(约 12.12 km)
103384_56035.jpg,风机,103.95391,25.235237,株木山,3.69,距离最近(约 3.69 km)
103363_56067.jpg,风机,103.89565,25.156847,株木山,7.59,距离最近(约 7.59 km)
103379_56054.jpg,风机,103.93932,25.188734,株木山,1.97,距离最近(约 1.97 km)
103628_55691.jpg,风机,104.62544,26.08723,零星,31.63,在15km范围内未匹配到对应场站
103632_55655.jpg,风机,104.63577,26.175426,零星,38.94,在15km范围内未匹配到对应场站
103390_55916.jpg,风机,103.97174,25.53089,朗目山,12.47,距离最近(约 12.47 km)
103338_56117.jpg,风机,103.827385,25.032871,零星,22.62,在15km范围内未匹配到对应场站
103632_55664.jpg,风机,104.63412,26.155209,零星,37.21,在15km范围内未匹配到对应场站
103331_56138.jpg,风机,103.80892,24.978878,零星,28.71,在15km范围内未匹配到对应场站
103373_55948.jpg,风机,103.92332,25.45236,朗目山,5.02,距离最近(约 5.02 km)
103541_55827.jpg,风机,104.38468,25.752474,零星,18.58,在15km范围内未匹配到对应场站
103640_55701.jpg,风机,104.656334,26.06237,零星,32.74,在15km范围内未匹配到对应场站
103321_56158.jpg,风机,103.78045,24.929213,零星,27.38,在15km范围内未匹配到对应场站
103319_56153.jpg,风机,103.77523,24.943634,零星,27.32,在15km范围内未匹配到对应场站
103359_56061.jpg,风机,103.88542,25.172403,株木山,7.48,距离最近(约 7.48 km)
103311_56172.jpg,风机,103.75287,24.895273,零星,23.94,在15km范围内未匹配到对应场站
103595_55858.jpg,风机,104.53413,25.6739,零星,31.82,在15km范围内未匹配到对应场站
103331_56132.jpg,风机,103.80782,24.994303,零星,27.29,在15km范围内未匹配到对应场站
103537_55854.jpg,风机,104.37292,25.685108,零星,26.02,在15km范围内未匹配到对应场站
103672_56158.jpg,风机,104.74477,24.929655,零星,61.83,在15km范围内未匹配到对应场站
103680_55571.jpg,风机,104.76789,26.382866,零星,65.08,在15km范围内未匹配到对应场站
103513_55825.jpg,风机,104.30926,25.757378,零星,18.99,在15km范围内未匹配到对应场站
103631_55690.jpg,风机,104.63249,26.089733,零星,32.36,在15km范围内未匹配到对应场站
103535_55841.jpg,风机,104.36979,25.717932,零星,22.37,在15km范围内未匹配到对应场站
103387_56041.jpg,风机,103.962105,25.221142,株木山,2.34,距离最近(约 2.34 km)
103348_56098.jpg,风机,103.855385,25.07836,零星,16.86,在15km范围内未匹配到对应场站
103675_55567.jpg,风机,104.75419,26.392603,零星,65.12,在15km范围内未匹配到对应场站
103518_55825.jpg,风机,104.322365,25.756483,零星,18.7,在15km范围内未匹配到对应场站
103363_56063.jpg,风机,103.89702,25.167048,株木山,6.78,距离最近(约 6.78 km)
103597_55857.jpg,风机,104.53759,25.677382,零星,31.67,在15km范围内未匹配到对应场站
103510_55835.jpg,风机,104.299866,25.731386,零星,22.03,在15km范围内未匹配到对应场站
103375_56144.jpg,风机,103.93053,24.965101,零星,26.44,在15km范围内未匹配到对应场站
103519_55824.jpg,风机,104.32477,25.758461,零星,18.43,在15km范围内未匹配到对应场站
103371_55910.jpg,风机,103.91741,25.546492,朗目山,10.42,距离最近(约 10.42 km)
103519_55823.jpg,风机,104.32556,25.76093,零星,18.15,在15km范围内未匹配到对应场站
103367_56068.jpg,风机,103.90682,25.153088,株木山,7.1,距离最近(约 7.10 km)
103533_55864.jpg,风机,104.36371,25.660471,零星,28.77,在15km范围内未匹配到对应场站
103547_55811.jpg,风机,104.40174,25.790134,光梁子,14.68,距离最近(约 14.68 km)
103335_56140.jpg,风机,103.820595,24.975159,零星,28.5,在15km范围内未匹配到对应场站
103337_56097.jpg,风机,103.82416,25.082504,零星,18.51,在15km范围内未匹配到对应场站
103334_56085.jpg,风机,103.81582,25.11271,零星,16.94,在15km范围内未匹配到对应场站
103669_55565.jpg,风机,104.736984,26.396778,零星,64.51,在15km范围内未匹配到对应场站
103346_56100.jpg,风机,103.84967,25.075436,零星,17.46,在15km范围内未匹配到对应场站
103362_56072.jpg,风机,103.893036,25.143843,株木山,8.79,距离最近(约 8.79 km)
103349_56096.jpg,风机,103.857956,25.084068,零星,16.19,在15km范围内未匹配到对应场站
103695_56130.jpg,风机,104.807205,25.000685,零星,66.02,在15km范围内未匹配到对应场站
103334_56143.jpg,风机,103.81609,24.968313,零星,29.38,在15km范围内未匹配到对应场站
103372_56145.jpg,风机,103.92018,24.96234,零星,26.85,在15km范围内未匹配到对应场站
103684_55568.jpg,风机,104.77908,26.39102,零星,66.48,在15km范围内未匹配到对应场站
103329_56131.jpg,风机,103.80325,24.997244,零星,27.27,在15km范围内未匹配到对应场站
103336_56088.jpg,风机,103.822296,25.104181,零星,17.01,在15km范围内未匹配到对应场站
103347_56150.jpg,风机,103.851425,24.950953,零星,29.71,在15km范围内未匹配到对应场站
103695_56126.jpg,风机,104.80936,25.00904,零星,66.08,在15km范围内未匹配到对应场站
103539_55763.jpg,风机,104.38013,25.910145,光梁子,1.41,距离最近(约 1.41 km)
103541_55832.jpg,风机,104.384514,25.73984,零星,19.98,在15km范围内未匹配到对应场站
103522_55821.jpg,风机,104.331955,25.766878,零星,17.35,在15km范围内未匹配到对应场站
103366_56149.jpg,风机,103.90436,24.95157,零星,28.27,在15km范围内未匹配到对应场站
